season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier
2012,4,3,47,23.5,134.28,6,2,0,0,30,0,5,12.2,6.1,12.0,2/25,30,0,2,25,58,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,17.0,8.5,12.0,2/25,0,0,2,25,58,1
2008,4,3,161,80.5,153.33,15,9,0,1,117*,0,0,0.0,0.0,0.0,,117,1,0,0,59,0
2009,8,8,249,35.57,150.0,15,11,1,0,60*,0,7,22.85,6.66,20.57,3/21,60,1,3,21,59,0
2010,16,16,429,30.64,125.8,35,18,4,0,54,0,12,31.0,7.01,26.5,3/21,54,0,3,21,59,0
2011,11,9,135,33.75,97.82,9,3,0,0,44*,0,1,41.0,10.25,24.0,3/21,44,1,3,21,59,0
2017,6,3,53,26.5,176.66,4,3,0,0,25,0,12,11.75,6.71,10.5,5/17,25,0,5,17,60,0
2018,14,8,32,5.33,84.21,2,1,0,0,14,0,24,18.66,8.0,14.0,5/17,14,0,5,17,60,0
2019,6,1,0,0.0,0.0,0,0,0,0,0*,0,3,77.66,10.59,44.0,5/17,0,1,5,17,60,0
2020,1,1,6,6.0,100.0,0,1,0,0,6,0,1,50.0,12.5,24.0,5/17,6,0,5,17,60,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,2,53.5,9.72,33.0,40/2,0,0,40,2,60,1
2009,1,1,16,16.0,123.07,2,0,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,61,0
2010,14,11,233,33.28,126.63,18,8,1,0,65*,0,8,39.25,8.37,28.12,4/19,65,1,4,19,61,0
2012,9,8,127,18.14,117.59,5,4,0,0,35,0,7,27.42,7.38,22.28,4/19,35,0,4,19,61,0
2013,11,10,172,24.57,123.74,5,10,0,0,40,0,5,48.0,7.74,37.2,4/19,40,0,4,19,61,0
2015,11,10,144,20.57,138.46,12,6,0,0,28,0,7,35.14,8.2,25.71,4/19,28,0,4,19,61,0
2017,3,2,32,16.0,118.51,2,1,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,61,0
2024,10,7,163,23.29,155.23,16,8,1,0,54,4,0,0.0,0.0,0.0,,54,0,0,0,62,0
2025,12,11,300,33.33,139.53,30,8,1,0,50,2,0,0.0,0.0,0.0,,50,0,0,0,62,0
2026,13,12,422,42.2,146.52,40,19,5,0,82*,5,0,0.0,0.0,0.0,,82,1,0,0,62,0
2017,5,3,25,25.0,125.0,1,1,0,0,15*,0,5,28.8,8.55,20.2,2/17,15,1,2,17,63,0
2025,14,12,236,26.22,166.19,12,20,1,0,74,6,0,0.0,0.0,0.0,,74,0,0,0,64,0
2026,10,8,79,13.17,146.29,6,5,0,0,43,5,0,0.0,0.0,0.0,,43,0,0,0,64,0
2008,10,5,13,6.5,76.47,1,0,0,0,8,0,7,43.42,7.93,32.85,5/5,8,0,5,5,65,0
2009,16,7,16,16.0,84.21,2,0,0,0,7*,0,21,16.52,5.86,16.9,5/5,7,1,5,5,65,0
2010,16,5,6,0.0,54.54,0,0,0,0,2*,0,17,23.94,6.42,22.35,5/5,2,1,5,5,65,0
2010,5,4,63,15.75,95.45,6,1,0,0,40,0,0,0.0,0.0,0.0,,40,0,0,0,66,0
2011,2,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,67,0
2012,8,2,11,11.0,137.5,2,0,0,0,7*,0,7,33.71,8.63,23.42,2/23,7,1,2,23,67,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,63.0,7.0,54.0,2/23,0,0,2,23,67,1
2017,1,1,12,0.0,100.0,1,0,0,0,12*,0,0,0.0,0.0,0.0,,12,1,0,0,68,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,35.0,8.75,24.0,5/14,0,0,5,14,69,1
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,3,32.66,8.9,22.0,5/14,0,0,5,14,69,1
2017,5,1,4,4.0,57.14,1,0,0,0,4,0,4,26.75,7.64,21.0,5/14,4,0,5,14,69,0
2018,8,3,11,3.66,61.11,1,0,0,0,8,0,11,20.27,8.52,14.27,5/14,8,0,5,14,69,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,3,50.66,9.5,32.0,5/14,0,0,5,14,69,1
2020,6,2,9,9.0,90.0,0,1,0,0,7*,0,2,99.5,11.7,51.0,5/14,7,1,5,14,69,0
2012,9,4,18,6.0,138.46,0,2,0,0,15,0,4,41.25,6.82,36.25,2/20,15,0,2,20,70,0
2014,3,2,34,17.0,113.33,4,1,0,0,30,0,4,10.75,5.37,12.0,2/20,30,0,2,20,70,0
2015,4,2,7,7.0,116.66,1,0,0,0,7*,0,3,38.0,8.14,28.0,2/20,7,1,2,20,70,0
2016,3,1,3,0.0,100.0,0,0,0,0,3*,0,1,84.0,7.63,66.0,2/20,3,1,2,20,70,0
2017,1,1,25,25.0,166.66,2,1,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,70,0
2017,7,3,7,3.5,77.77,0,1,0,0,7*,0,2,72.0,7.92,54.5,1/16,7,1,1,16,71,0
2021,1,1,16,16.0,114.28,2,1,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,72,0
2022,2,2,13,6.5,100.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,72,0
2023,4,4,105,26.25,128.04,15,2,0,0,36,1,0,0.0,0.0,0.0,,36,0,0,0,72,0
2024,2,2,5,2.5,83.33,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,72,0
2020,16,5,7,7.0,116.66,0,0,0,0,3*,0,22,23.27,8.39,16.63,3/33,3,1,3,33,73,0
2021,0,0,0,0.0,0.0,0,0,0,0,0,0,12,15.58,6.16,15.16,3/33,0,0,3,33,73,1
2022,6,1,1,0.0,16.66,0,0,0,0,1*,2,9,24.11,9.71,14.88,42/3,1,1,42,3,73,0
2023,10,7,37,12.33,127.58,6,0,0,0,23*,1,10,36.4,9.1,24.0,20/2,23,1,20,2,73,0
2024,6,2,4,2.0,50.0,0,0,0,0,4,1,7,42.0,13.36,18.85,59/3,4,0,59,3,73,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,83.0,11.85,42.0,23/1,0,0,23,1,73,1
2024,3,1,2,0.0,100.0,0,0,0,0,2*,3,2,57.0,11.4,30.0,24/1,2,1,24,1,74,0
2025,8,5,14,7.0,116.66,2,0,0,0,5*,1,8,21.5,8.0,16.12,13/3,5,1,13,3,74,0
2026,14,4,58,29.0,152.63,3,4,0,0,19*,2,21,25.23,10.52,14.38,22/3,19,1,22,3,74,0
2021,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,75,0
2022,8,8,129,16.13,109.32,10,7,1,0,66,6,0,0.0,0.0,0.0,,66,0,0,0,75,0
2023,9,7,91,30.33,128.16,6,4,0,0,29*,3,0,0.0,0.0,0.0,,29,1,0,0,75,0
2024,5,5,98,24.5,127.27,10,3,0,0,48,5,0,0.0,0.0,0.0,,48,0,0,0,75,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,1,11.0,5.5,12.0,1/11,0,0,1,11,76,1
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,1,55.0,7.85,42.0,28/1,0,0,28,1,76,1
2023,4,4,23,11.5,121.05,3,0,0,0,13*,3,3,21.66,8.12,16.0,19/2,13,1,19,2,76,0
2024,4,1,3,0.0,100.0,0,0,0,0,3*,0,0,0.0,0.0,0.0,,3,1,0,0,76,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,27.0,6.75,24.0,27/1,0,0,27,1,76,1
2026,14,7,52,13.0,133.33,3,2,0,0,29*,8,9,29.0,9.6,18.11,31/2,29,1,31,2,76,0
2009,0,0,0,0.0,0.0,0,0,0,0,0,0,2,23.5,9.4,15.0,3/23,0,0,3,23,77,1
2015,14,6,18,6.0,58.06,0,1,0,0,10,0,15,31.0,9.0,20.66,3/23,10,0,3,23,77,0
2017,1,1,15,15.0,125.0,2,0,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,77,0
2018,3,1,3,0.0,75.0,0,0,0,0,3*,0,1,42.0,10.5,24.0,3/23,3,1,3,23,77,0
2012,4,4,87,21.75,114.47,7,2,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,78,0
2009,2,2,7,3.5,87.5,1,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,79,0
2023,4,1,13,13.0,144.44,0,1,0,0,13,0,3,30.66,9.35,19.66,9/1,13,0,9,1,80,0
2026,1,1,5,0.0,100.0,0,0,0,0,5*,1,1,36.0,9.0,24.0,36/1,5,1,36,1,80,0
2008,8,6,49,9.8,125.64,5,2,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,81,0
2023,6,3,18,9.0,120.0,0,1,0,0,15*,1,5,38.0,13.41,17.0,39/3,15,1,39,3,82,0
2024,4,4,83,41.5,153.7,6,5,1,0,58*,1,1,114.0,11.21,61.0,45/1,58,1,45,1,82,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,3,36.33,10.9,20.0,5/32,0,0,5,32,83,1
2020,8,1,0,0.0,0.0,0,0,0,0,0*,0,9,24.22,8.77,16.55,5/32,0,1,5,32,83,0
2021,12,2,2,0.0,66.66,0,0,0,0,1*,0,18,19.0,8.27,13.77,5/32,1,1,5,32,83,0
2022,14,6,21,7.0,72.41,3,0,0,0,10*,4,10,38.5,7.7,30.0,37/3,10,1,37,3,83,0
2023,14,2,2,0.0,100.0,0,0,0,0,2*,1,17,29.0,9.69,17.94,29/4,2,1,29,4,83,0
2024,14,1,4,4.0,133.33,1,0,0,0,4,1,19,26.57,10.03,15.89,29/4,4,0,29,4,83,0
2025,17,2,2,2.0,33.33,0,0,0,0,1*,4,21,24.66,8.88,16.66,16/3,1,1,16,3,83,0
2026,14,1,1,0.0,100.0,0,0,0,0,1*,4,14,38.64,10.2,22.71,22/3,1,1,22,3,83,0
2024,2,2,9,4.5,112.5,2,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,84,0
2026,2,2,17,8.5,68.0,1,0,0,0,17,0,0,0.0,0.0,0.0,,17,0,0,0,85,0
2010,1,1,3,0.0,60.0,0,0,0,0,3*,0,0,0.0,0.0,0.0,,3,1,0,0,86,0
2011,3,2,7,3.5,87.5,1,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,86,0
2013,12,5,41,13.66,107.89,3,1,0,0,19*,0,0,0.0,0.0,0.0,,19,1,0,0,86,0
2011,6,5,33,8.25,206.25,5,2,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,87,0
2012,2,2,6,6.0,85.71,0,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,87,0
2008,14,4,3,3.0,23.07,0,0,0,0,2*,0,12,29.0,7.76,22.41,4/10,2,1,4,10,88,0
2010,4,2,23,23.0,115.0,2,1,0,0,22*,0,6,16.0,6.85,14.0,4/10,22,1,4,10,88,0
2012,13,2,11,0.0,91.66,1,0,0,0,9*,0,11,36.54,8.37,26.18,4/10,9,1,4,10,88,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,11,28.72,8.77,19.63,4/10,0,0,4,10,88,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,8,17.75,9.46,11.25,4/10,0,0,4,10,88,1
2015,16,4,1,1.0,14.28,0,0,0,0,1*,0,22,20.4,7.24,16.9,4/10,1,1,4,10,88,0
2016,8,2,1,0.0,100.0,0,0,0,0,1*,0,9,22.11,7.65,17.33,4/10,1,1,4,10,88,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,8,24.62,9.3,15.87,4/10,0,0,4,10,88,1
2012,9,6,35,8.75,120.68,3,1,0,0,10*,0,10,20.5,8.48,14.5,3/25,10,1,3,25,89,0
2013,12,10,125,20.83,140.44,8,5,0,0,36*,0,3,23.33,10.5,13.33,3/25,36,1,3,25,89,0
2015,6,5,73,24.33,158.69,3,5,0,0,22*,0,3,16.66,8.33,12.0,3/25,22,1,3,25,89,0
2016,4,3,47,23.5,162.06,2,4,0,0,32,0,1,39.0,10.17,23.0,3/25,32,0,3,25,89,0
2008,1,1,9,9.0,90.0,1,0,0,0,9,0,1,40.0,10.0,24.0,1/40,9,0,1,40,90,0
2008,13,3,2,2.0,50.0,0,0,0,0,1*,0,8,32.25,6.78,28.5,4/18,1,1,4,18,91,0
2009,9,2,2,1.0,66.66,0,0,0,0,2,0,4,48.25,8.04,36.0,4/18,2,0,4,18,91,0
2010,0,0,0,0.0,0.0,0,0,0,0,0,0,9,16.88,6.56,15.44,4/18,0,0,4,18,91,1
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,5,30.4,8.94,20.4,4/18,0,0,4,18,91,1
2012,7,1,2,2.0,40.0,0,0,0,0,2,0,9,18.77,7.04,16.0,4/18,2,0,4,18,91,0
2013,13,5,9,4.5,81.81,1,0,0,0,6*,0,16,29.06,9.48,18.37,4/18,6,1,4,18,91,0
2014,9,3,4,4.0,33.33,0,0,0,0,2*,0,5,54.0,8.7,37.2,4/18,2,1,4,18,91,0
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,11,21.0,7.57,16.63,4/18,0,0,4,18,91,1
2017,3,1,7,7.0,100.0,1,0,0,0,7,0,1,119.0,11.9,60.0,4/18,7,0,4,18,91,0
2011,13,10,180,20.0,118.42,10,10,0,0,34,0,2,60.5,8.06,45.0,2/20,34,0,2,20,92,0
2012,15,12,220,20.0,108.91,14,8,0,0,40,0,1,23.0,6.9,20.0,2/20,40,0,2,20,92,0
2026,6,2,1,0.0,25.0,0,0,0,0,1*,1,6,38.0,10.85,21.0,32/2,1,1,32,2,93,0
2019,4,4,3,1.0,30.0,0,0,0,0,3*,0,0,0.0,0.0,0.0,,3,1,0,0,94,0
2024,2,2,21,10.5,116.66,0,2,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,94,0
2024,11,9,189,27.0,167.25,10,15,1,0,61,2,0,0.0,0.0,0.0,,61,0,0,0,95,0
2025,13,9,204,29.14,160.62,14,13,1,0,66*,2,0,0.0,0.0,0.0,,66,1,0,0,95,0
2026,8,8,171,34.2,181.91,15,12,0,0,39,2,0,0.0,0.0,0.0,,39,0,0,0,95,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,11,21.09,11.31,11.18,24/4,0,0,24,4,96,1
2026,3,1,1,0.0,16.66,0,0,0,0,1*,0,6,17.0,10.2,10.0,24/4,1,1,24,4,96,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,3,46.0,9.85,28.0,42/2,0,0,42,2,97,1
2023,7,7,186,26.57,144.18,20,6,2,0,66,5,0,0.0,0.0,0.0,,66,0,0,0,98,0
2024,2,2,61,30.5,156.41,7,2,0,0,46,0,0,0.0,0.0,0.0,,46,0,0,0,98,0
2025,1,1,13,13.0,144.44,3,0,0,0,13,0,0,0.0,0.0,0.0,,13,0,0,0,98,0
2026,5,2,14,14.0,350.0,2,1,0,0,10*,1,0,0.0,0.0,0.0,,10,1,0,0,99,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,1,23.0,5.75,24.0,3/13,0,0,3,13,100,1
2018,0,0,0,0.0,0.0,0,0,0,0,0,0,4,51.0,10.73,28.5,3/13,0,0,3,13,100,1
2019,1,1,4,0.0,133.33,1,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,100,0
2021,16,1,5,0.0,166.66,1,0,0,0,5*,0,24,18.75,7.37,15.25,3/13,5,1,3,13,100,0
2022,13,4,22,22.0,169.23,0,3,0,0,12,2,18,23.11,8.72,15.88,24/4,12,0,24,4,100,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,8,35.37,9.75,21.75,25/3,0,0,25,3,100,1
2024,16,3,10,0.0,200.0,1,0,0,0,7*,1,19,27.68,9.59,17.31,27/3,7,1,27,3,100,0
2025,13,4,21,21.0,175.0,3,1,0,0,19*,2,13,37.46,10.28,21.84,37/3,19,1,37,3,100,0
2026,7,4,6,6.0,100.0,1,0,0,0,4*,2,6,45.5,11.06,24.66,23/2,4,1,23,2,100,0
2014,17,8,62,10.33,103.33,6,1,0,0,42*,0,17,23.82,6.13,23.29,4/21,42,1,4,21,101,0
2015,14,12,206,22.88,118.39,13,8,0,0,40*,0,13,30.15,8.4,21.53,4/21,40,1,4,21,101,0
2016,14,10,111,15.85,144.15,4,8,0,0,36*,0,13,29.84,8.11,22.07,4/21,36,1,4,21,101,0
2017,14,13,227,28.37,140.12,11,11,0,0,44,0,15,24.13,7.54,19.2,4/21,44,0,4,21,101,0
2018,9,8,80,13.33,115.94,3,4,0,0,19,0,3,72.66,8.38,52.0,4/21,19,0,4,21,101,0
2019,14,12,110,18.33,125.0,10,3,0,0,26,0,10,36.4,7.13,30.6,4/21,26,0,4,21,101,0
2020,15,9,117,14.62,137.64,6,8,0,0,42,0,9,36.33,6.41,34.0,4/21,42,0,4,21,101,0
2021,12,6,40,8.0,86.95,2,1,0,0,12,0,15,20.4,6.65,18.4,4/21,12,0,4,21,101,0
2022,13,10,182,45.5,151.66,12,10,0,0,42*,8,6,53.5,7.46,43.0,10/2,42,1,10,2,101,0
2023,14,13,283,28.3,139.4,21,15,1,0,54,7,11,30.72,7.19,25.63,13/2,54,0,13,2,101,0
2024,14,12,235,29.38,131.28,19,10,2,0,66,11,11,30.63,7.65,24.0,25/2,66,0,25,2,101,0
2025,12,11,263,26.3,157.48,23,15,0,0,43,4,5,57.6,8.47,40.8,19/2,43,0,19,2,101,0
2026,14,11,173,19.22,131.06,16,6,1,0,56,7,11,32.72,8.18,24.0,18/2,56,0,18,2,101,0
2022,13,11,161,20.13,123.84,11,7,1,0,54,8,2,5.5,5.5,6.0,5/1,54,0,5,1,102,0
2023,15,12,238,23.8,138.37,13,12,1,0,59*,2,0,0.0,0.0,0.0,,59,1,0,0,102,0
2024,14,12,235,29.38,137.42,22,5,2,0,55*,3,0,0.0,0.0,0.0,,55,1,0,0,102,0
2025,14,11,329,32.9,148.19,27,14,2,0,74,4,2,6.5,7.8,5.0,4/2,74,0,4,2,102,0
2026,10,10,215,21.5,152.48,23,9,1,0,54,1,0,0.0,0.0,0.0,,54,0,0,0,102,0
2025,7,7,240,34.29,188.97,31,11,1,0,94,4,0,0.0,0.0,0.0,,94,0,0,0,103,0
2026,6,6,201,33.5,177.87,20,12,2,0,73,0,0,0.0,0.0,0.0,,73,0,0,0,103,0
2009,6,6,67,16.75,82.71,5,0,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,104,0
2010,1,1,2,2.0,50.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,104,0
2012,11,10,186,23.25,130.98,16,8,0,0,36,0,14,23.5,7.71,18.28,3/20,36,0,3,20,105,0
2013,11,10,196,19.6,127.27,22,5,2,0,80,0,15,22.0,7.52,17.53,3/20,80,0,3,20,105,0
2015,1,1,6,6.0,85.71,1,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,105,0
2024,7,4,42,10.5,127.27,2,2,0,0,17,0,4,46.5,8.85,31.5,27/2,17,0,27,2,106,0
2025,9,5,57,14.25,139.02,6,3,0,0,21*,0,8,34.87,10.33,20.25,33/2,21,1,33,2,106,0
2026,3,2,52,26.0,192.59,3,5,0,0,38,0,3,34.33,9.36,22.0,36/2,38,0,36,2,106,0
2022,3,3,21,7.0,70.0,2,0,0,0,15,1,0,0.0,0.0,0.0,,15,0,0,0,107,0
2024,1,1,2,2.0,40.0,0,0,0,0,2,1,0,0.0,0.0,0.0,,2,0,0,0,108,0
2008,7,7,46,15.33,148.38,4,3,0,0,27*,0,2,67.0,7.73,52.0,2/17,27,1,2,17,109,0
2009,6,3,17,8.5,113.33,1,1,0,0,9,0,4,20.0,7.27,16.5,2/17,9,0,2,17,109,0
2011,1,1,13,13.0,144.44,0,1,0,0,13,0,0,0.0,0.0,0.0,,13,0,0,0,109,0
2016,14,4,4,0.0,100.0,0,0,0,0,2*,0,14,29.5,8.34,21.21,3/28,2,1,3,28,110,0
2018,6,4,3,3.0,42.85,0,0,0,0,2,0,4,57.25,10.4,33.0,3/28,2,0,3,28,110,0
2019,2,1,3,0.0,100.0,0,0,0,0,3*,0,0,0.0,0.0,0.0,,3,1,0,0,110,0
2017,12,5,28,0.0,100.0,1,1,0,0,13*,0,11,38.54,9.49,24.36,3/29,13,1,3,29,111,0
2018,4,2,3,3.0,50.0,0,0,0,0,3,0,5,22.8,11.21,12.2,3/29,3,0,3,29,111,0
2019,3,1,1,0.0,100.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,111,0
2020,0,0,0,0.0,0.0,0,0,0,0,0,0,1,46.0,11.5,24.0,3/29,0,0,3,29,111,1
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,5,30.4,9.5,19.2,35/3,0,0,35,3,111,1
2014,1,1,8,8.0,133.33,0,1,0,0,8,0,1,31.0,7.75,24.0,2/20,8,0,2,20,112,0
2016,4,4,65,32.5,191.17,4,6,0,0,39*,0,5,16.0,7.16,13.4,2/20,39,1,2,20,112,0
2017,4,3,51,25.5,196.15,5,3,0,0,20,0,1,123.0,9.71,76.0,2/20,20,0,2,20,112,0
2018,9,6,96,24.0,165.51,5,8,0,0,37,0,2,84.0,9.88,51.0,2/20,37,0,2,20,112,0
2019,3,3,18,9.0,105.88,1,1,0,0,13*,0,1,27.0,13.5,12.0,2/20,13,1,2,20,112,0
2014,3,3,40,13.33,114.28,7,0,0,0,20,0,0,0.0,0.0,0.0,,20,0,0,0,113,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,1,51.0,12.75,24.0,51/1,0,0,51,1,114,1
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,14,16.64,6.85,14.57,3/27,0,0,3,27,115,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,8,30.75,8.78,21.0,3/27,0,0,3,27,115,1
2013,2,2,4,4.0,44.44,0,0,0,0,4*,0,1,71.0,10.14,42.0,2/15,4,1,2,15,116,0
2018,7,2,1,1.0,25.0,0,0,0,0,1*,0,9,23.44,10.04,14.0,2/15,1,1,2,15,116,0
2013,8,8,193,32.16,137.85,21,5,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,117,0
2017,12,11,316,31.6,142.98,22,15,1,1,103*,0,12,26.33,7.18,22.0,3/15,103,1,3,15,118,0
2018,13,13,196,16.33,121.73,13,6,0,0,45,0,8,37.87,8.18,27.75,3/15,45,0,3,15,118,0
2019,9,9,123,20.5,124.24,8,4,0,0,46,0,6,31.5,11.22,16.83,3/15,46,0,3,15,118,0
2020,8,8,285,40.71,142.5,36,7,1,1,107*,0,2,77.0,10.26,45.0,3/15,107,1,3,15,118,0
2021,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,118,0
2023,2,2,15,7.5,107.14,2,0,0,0,8,2,0,0.0,0.0,0.0,,8,0,0,0,118,0
2014,3,1,0,0.0,0.0,0,0,0,0,0*,0,4,31.5,10.5,18.0,3/36,0,1,3,36,119,0
2015,4,2,1,0.0,50.0,0,0,0,0,1*,0,5,21.8,8.38,15.6,3/36,1,1,3,36,119,0
2022,9,9,206,22.89,159.68,16,13,0,0,43,4,0,0.0,0.0,0.0,,43,0,0,0,120,0
2023,4,4,71,23.67,114.51,6,2,1,0,50,0,0,0.0,0.0,0.0,,50,0,0,0,120,0
2008,3,3,20,6.66,71.42,3,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,121,0
2011,14,13,207,25.87,121.76,21,4,1,0,61*,0,0,0.0,0.0,0.0,,61,1,0,0,121,0
2012,5,4,37,12.33,105.71,3,2,0,0,25*,0,0,0.0,0.0,0.0,,25,1,0,0,121,0
2013,1,1,16,16.0,88.88,1,1,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,121,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,9,25.44,8.22,18.55,4/22,0,0,4,22,122,1
2012,5,1,6,0.0,300.0,0,1,0,0,6*,0,2,68.0,8.24,49.5,4/22,6,1,4,22,122,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,32.0,6.4,30.0,4/22,0,0,4,22,122,1
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,3,22.33,6.09,22.0,5/19,0,0,5,19,123,1
2012,11,9,40,13.33,100.0,4,0,0,0,11*,0,8,35.12,7.2,29.25,5/19,11,1,5,19,123,0
2013,16,9,52,7.42,73.23,3,1,0,0,24*,0,13,28.53,6.5,26.3,5/19,24,1,5,19,123,0
2014,14,2,1,1.0,25.0,0,0,0,0,1,0,20,17.7,6.65,15.95,5/19,1,0,5,19,123,0
2015,14,3,17,17.0,170.0,2,1,0,0,11*,0,18,22.61,7.87,17.22,5/19,11,1,5,19,123,0
2016,17,8,43,7.16,159.25,6,1,0,0,21,0,23,21.3,7.42,17.21,5/19,21,0,5,19,123,0
2017,14,2,4,4.0,100.0,0,0,0,0,4*,0,26,14.19,7.05,12.07,5/19,4,1,5,19,123,0
2018,12,4,13,6.5,81.25,1,0,0,0,7,0,9,39.33,7.66,30.77,5/19,7,0,5,19,123,0
2019,15,5,12,4.0,63.15,1,0,0,0,7*,0,13,35.46,7.81,27.23,5/19,7,1,5,19,123,0
2020,4,1,0,0.0,0.0,0,0,0,0,0*,0,3,33.0,6.98,28.33,5/19,0,1,5,19,123,0
2021,11,7,34,34.0,113.33,3,0,0,0,14*,0,6,55.83,7.97,42.0,5/19,14,1,5,19,123,0
2022,14,6,24,8.0,92.3,3,0,0,0,8,2,12,31.91,7.34,26.08,22/3,8,0,22,3,123,0
2023,14,6,42,14.0,89.36,4,0,0,0,27,2,16,26.56,8.33,19.12,30/5,27,0,30,5,123,0
2024,16,5,23,7.67,79.31,3,0,0,0,13,1,11,48.45,9.35,31.09,41/3,13,0,41,3,123,0
2025,14,6,14,4.67,56.0,1,0,0,0,8,5,17,28.41,9.28,18.35,33/3,8,0,33,3,123,0
2026,16,4,34,0.0,130.76,3,1,0,0,15*,1,28,17.89,7.95,13.5,23/4,15,1,23,4,123,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,2,35.0,8.75,24.0,2/21,0,0,2,21,124,1
2018,4,1,5,0.0,250.0,1,0,0,0,5*,0,5,26.0,8.12,19.2,2/21,5,1,2,21,124,0
2013,8,7,123,24.6,110.81,13,2,1,0,55,0,0,0.0,0.0,0.0,,55,0,0,0,125,0
2010,5,2,9,0.0,128.57,1,0,0,0,8*,0,3,31.33,9.4,20.0,2/13,8,1,2,13,126,0
2011,4,3,23,23.0,127.77,1,0,0,0,16*,0,4,19.5,6.5,18.0,2/13,16,1,2,13,126,0
2012,5,4,72,24.0,153.19,6,3,0,0,35*,0,0,0.0,0.0,0.0,,35,1,0,0,126,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,21.0,5.25,24.0,2/13,0,0,2,13,126,1
2015,4,1,1,1.0,50.0,0,0,0,0,1,0,3,16.66,7.14,14.0,2/13,1,0,2,13,126,0
2016,7,4,51,25.5,204.0,1,5,0,0,27*,0,3,40.33,8.64,28.0,2/13,27,1,2,13,126,0
2017,7,3,31,31.0,129.16,2,1,0,0,21*,0,3,43.0,7.89,32.66,2/13,21,1,2,13,126,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,4,18.75,10.71,10.5,41/4,0,0,41,4,127,1
2010,5,4,35,35.0,94.59,3,0,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,128,0
2011,1,1,18,18.0,163.63,2,1,0,0,18,0,0,0.0,0.0,0.0,,18,0,0,0,129,0
